Senyawa,smiles
"1,4,6-Trigalloylglucose",OC([C@@H](O)[C@@](O)([C@H](O)[C@@H](O)C(=O)C(=O)c1cc(O)c(O)c(O)c1)C(=O)c2cc(O)c(O)c(O)c2)C(=O)c3cc(O)c(O)c(O)c3
"1,4-Cineole",CC(C)C12CCC(C)(CC1)O2
"1,4-Dihydroxy-2-methylanthraquinone",Cc1cc(O)c2C(=O)c3ccccc3C(=O)c2c1O
"1,5,8,8-Tetramethyl-8-bicyclo[8.1.0]undecene-2,9-diol",Did not work
"1,5-Dihydroxy-3,6-dimethoxy-2,7-diprenylxanthone",COc1cc2Oc3c(O)c(OC)c(CC=C(C)C)cc3C(=O)c2c(O)c1CC=C(C)C
"1,5-Dihydroxyxanthone",Oc1cccc2C(=O)c3c(O)cccc3Oc12
"1,6-Dihydroxyxanthone",Oc1ccc2C(=O)c3c(O)cccc3Oc2c1
"1,7-Dihydroxy-3,6-dimethoxyxanthone",COc1cc(O)c2C(=O)c3cc(O)c(OC)cc3Oc2c1
"1,7-Dihydroxyxanthone",Oc1ccc2Oc3cccc(O)c3C(=O)c2c1
"1,8-Cineole",CC12CCC(CC1)C(C)(C)O2
"1,8-Cineole (Eucalyptol)",Did not work
"1,9a-seco-Stemoenonine",Did not work
"1-(3,3-Dimethyloxiranyl)-2,2-dimethyl-3-buten-1-one-epoxyartemisia ketone",Did not work
"1-Allyl-2-methoxy-4,5-methylene-dioxybenzene",Did not work
1-beta-D-Glucopyranosyloxy-3-methoxy-5-hydroxybenzene,COc1cc(O)cc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1
1-Caffeoyl-beta-D-glucose,OC[C@H]1O[C@@H](OC(=O)/C=C/c2ccc(O)c(O)c2)[C@H](O)[C@@H](O)[C@@H]1O
1-Deacetoxy-1-oxocaesalmin C,Did not work
1-Deoxymannojirimycin,OC[C@H]1NC[C@H](O)[C@@H](O)[C@@H]1O
1-DL-(Indole-3-acetyl)-myo-inositol,Did not work
1-Epibicyclosesquiphellandrene,Did not work
1-Hydroxy-2-methoxyanthraquinone,COc1ccc2C(=O)c3ccccc3C(=O)c2c1O
"1-Hydroxy-3,5,8-trimethoxyxanthone",COc1cc(O)c2C(=O)c3c(OC)ccc(OC)c3Oc2c1
1-Hydroxyanthraquinone,Oc1cccc2C(=O)c3ccccc3C(=O)c12
1-Isomangostin,COc1c(O)cc2Oc3cc(O)c4CCC(C)(C)Oc4c3C(=O)c2c1CC=C(C)C
1-keto-alpha-Cyperone,Did not work
1-Methoxybrassitin,Did not work
1-Methoxyphaseollidin,COc1cc(O)cc2OC[C@@H]3[C@@H](Oc4c(CC=C(C)C)c(O)ccc34)c12
1-Methoxyspirobrassinin,CON1C(=O)C2(CN=C(SC)S2)c3ccccc13
"1-Methyl-3-(1-methylethyl)-1,2-cyclopentanedicarboxylic acid",CC(C)C1CCC(C)(C1C(O)=O)C(O)=O
1-Methyl-4-methoxy-2-quinolone,COC1=CC(=O)N(C)c2ccccc12
1-Monopalmitin,CCCCCCCCCCCCCCCC(=O)OCC(O)CO
1-O-Acetyllycorine,CC(=O)O[C@@H]1[C@@H](O)C=C2CCN3Cc4cc5OCOc5cc4[C@H]1[C@@H]23
1-O-Feruloyl-beta-D-glucopyranose,Did not work
1-O-Methylbractatin,Did not work
1-O-Methylisobractatin,Did not work
1-Pentadecene,CCCCCCCCCCCCCC=C
1-Terpinen-5-ol,Did not work
1.8-Dihydroxy-Anthraquinone,Did not work
10'-Apoviolaxanthal,Did not work
"10,11-Dimethoxy-1-methyldeacetylpicraline-3',4',5'-trimethoxy-benzoate",Did not work
"10,11-Dimethoxy-3,3-dimethyl-3H-pyrano[2',3':7,8][1]benzopyrano[3,2-b][1,5]benzodioxepin-7(14H)-one",COc1cc2OCC3=C(Oc2cc1OC)C(=O)c4ccc5OC(C)(C)C=Cc5c4O3
"10,11-Dimethoxynareline",Did not work
10-Acetoxyligustroside,Did not work
10-Methoxyaffinisine,Did not work
10-Methoxycathafoline,Did not work
10-Methoxycinchonamine,Did not work
10-Methoxyvincamajine,Did not work
10-O-Methylsarpagine,COc1ccc2[nH]c3[C@@H]4CC5[C@@H](CO)[C@H](Cc3c2c1)N4C\C5=C\C
"10beta,15-Epoxykhusinol",Did not work
"10R,13aR-Tylocrebrine N-oxide",Did not work
"10R,13aR-Tylophorine N-oxide",Did not work
"10S,13aR-antofine N-oxide",Did not work
"10S,13aR-Isotylocrebrine N-oxide",Did not work
"10S,13aR-Tylocrebrine N-oxide",Did not work
"10S,13aR-Tylophorine N-oxide",Did not work
"10S,13aS-Isotylocrebrine N-oxide",Did not work
"11,13-Epoxy-3-ketodehydrocostus-lactone",Did not work
"11,13-Epoxyisozaluzanin C",Did not work
11-Hydroxy-strictamine,Did not work
11-Hydroxytephrosin,Did not work
11-Hydroxyvittatine,O[C@H]1C[C@@H]2N3CC(O)[C@@]2(C=C1)c4cc5OCOc5cc4C3
11-Methoxyakuammicine,Did not work
11-Methoxyhumantenine,CON1C(=O)C2(CC3C4COC2CC4C(/CN3C)=C\C)c5ccc(OC)cc15
11-Methoxystrictamine,Did not work
11-Methoxyvincadifformine,Did not work
11-Methyl-4-dodecanone,CCCC(=O)CCCCCCC(C)C
11-Trans-Octadecadienoic Acid,Did not work
11alpha-Hydroxygedunin,Did not work
11alpha-O-tigloyl-12beta-O-Acetyltenacigenin B,Did not work
"11beta,13-Dihydrolactucin",Did not work
11beta-Hydroxygedunin,Did not work
12-Acetoxycalanolide A,CCCC1=CC(=O)Oc2c3[C@@H](OC(C)=O)[C@H](C)[C@@H](C)Oc3c4C=CC(C)(C)Oc4c12
12-Acetoxycalanolide B,Did not work
12-Deoxo-12alpha-acetoxyelliptone,Did not work
12-HETE,CCCCC/C=C/CC(O)\C=C\C=C\C\C=C\CCCC(O)=O
12-Methoxycalanolide A,CCCC1=CC(=O)Oc2c3[C@@H](OC)[C@H](C)[C@@H](C)Oc3c4C=CC(C)(C)Oc4c12
12-Methoxycalanolide B,CCCC1=CC(=O)Oc2c3[C@H](OC)[C@H](C)[C@@H](C)Oc3c4C=CC(C)(C)Oc4c12
"12-O-2Z,4E-Octadienoyl-4-deoxyphorbol 13-acetate",CCC\C=C\C=C/C(=O)O[C@@H]1[C@@H](C)[C@]2(O)[C@@H]3C=C(C)C(=O)[C@H]3CC(=C[C@H]2[C@@H]4C(C)(C)[C@]14OC(C)=O)CO
12-oxo-PDA,CC/C=C/CC1C(CCCCCCCC(O)=O)C=CC1=O
12-Tetradecanoylphorbol 13-acetate,CCCCCCCCCCCCCC(=O)O[C@@H]1[C@@H](C)[C@@]2(O)[C@@H](C=C(CO)C[C@@]3(O)[C@H]2C=C(C)C3=O)[C@@H]4C(C)(C)[C@]14OC(C)=O
12a-Hydroxydolineone,Did not work
12a-Hydroxyelliptone,Did not work
12a-Hydroxyerosone,Did not work
12a-Hydroxymunduserone,Did not work
12a-Hydroxypachyrrhizone,Did not work
12a-Hydroxyrotenone,COc1cc2OC[C@H]3Oc4c5C[C@@H](Oc5ccc4C(=O)[C@@]3(O)c2cc1OC)C(C)=C
12alpha-Hydroxy-13-epimanoyl oxide,Did not work
13(S)-Hydroperoxylinolenic acid,CC\C=C/C[C@H](OO)\C=C\C=C/CCCCCCCC(O)=O
"13,14-seco-Stigmasta-5,14-dien-3alpha-ol",Did not work
"13,14-seco-Stigmasta-9(11),14-dien-3alpha-ol",Did not work
13-epi-Phaeophorbide a methyl ester,Did not work
13-Epicupressic acid,Did not work
13-Hydroxy-9-Cis,Did not work
13-Sulfo-dihydroreynosin,Did not work
"13a-Hydroxy-8,14-labdadien-19-oic acid",Did not work
"13S-Hydroxy-7,14-labdadien-19-oic acid",Did not work
"14,15-Dihydroxygelsenicine",Did not work
14-Acetoxy-15-hydroxygelsenicine,Did not work
14-Acetoxygelselegine,Did not work
14-Acetoxygelsenicine,Did not work
"14-Deoxy-11,14-didehydroandrographolide",Did not work
14-Deoxy-11-oxoandrographolide,CC1(CO)C(O)CCC2(C)C1CCC(=C)C2C(=O)CC3=CCOC3=O
14-Deoxy-epsilon-caesalpin,Did not work
14-Deoxyandrographolide,Did not work
14-Hydroxy-19-oxogelsenicine,Did not work
14-Hydroxygelsedine,CCC1NC2CC3(C4OCC2C1C4O)C(=O)N(OC)c5ccccc35
14-Hydroxygelsenicine,Did not work
14-Octacosanol,CCCCCCCCCCCCCCC(O)CCCCCCCCCCCCC
"15(S)-Isopimar-7-en-15,16-diol",Did not work
"15,16-Dinor-8(17),11E-labdadien-13-one",Did not work
15-Deoxylactucin-8-sulfate,Did not work
15-HETE,CCCCCC(O)\C=C/C=C\C\C=C/C/C=C/CCCC(O)=O
"15-Methoxyisodauc-3-ene-1beta,5alpha-diol",Did not work
15-O-beta-D-Glucopyranosylurospermal A,Did not work
15-O-[6'-(p-hydroxyphenylacetyl)]-beta-D-glucopyranosylurospermal A,Did not work
15-p-Hydroxyphenylacetyl-lactucin-8-sulfate,Did not work
15R-Hydroxylinoleic acid,Did not work
16-Acetylgitoxigenin,CC(=O)O[C@H]1C[C@]2(O)C3CC[C@@H]4C[C@@H](O)CC[C@]4(C)C3CC[C@]2(C)[C@H]1C5=CC(=O)OC5
"16-Deacetyl-Anhydrooleandrin,",Did not work
16-epinormacusine B,Did not work
16-Epivoacarpine,Did not work
"16R,19E-Isositsirikine",Did not work
17-Hydroxy withaferin A,Did not work
17beta-Neriifolin,Did not work
19(S)-Hydroxyibogamine,Did not work
19(Z)-Akuammidine,Did not work
"19,20-Didehydro-10-methoxytalcarpine",Did not work
19-Epi-(+)-echitoveniline,Did not work
19-epi-Isovoacristine,Did not work
"19-Hydroxy-19,20-Dihydrovincamajine",Did not work
"19-Norlanosta-5,24-dien-11-one",Did not work
19-Oxogelsenicine,Did not work
19alpha-Hydroxyasiatic acid,Did not work
19alpha-Hydroxygelsamydine,Did not work
"1beta,15(R)-ent-Pimar-8(14)-en-1,15,16-triol",Did not work
"1R,5R-(+)-alpha-Pinene",Did not work
1R-alpha-Pinene,Did not work
"1S,3R-Casbene",Did not work
2 Terpene,Did not work
2''-b-d-Glycosides,Did not work
2''-O-alpha-L-Rhamnosyl-6-C-fucosyl-3'-methoxyluteoiin,Did not work
2''-O-alpha-L-Rhamnosyl-6-C-fucosyl-luteolin,Did not work
2''-O-alpha-L-Rhamnosyl-6-C-quinovopyranosyl-luteolin,Did not work
2''-O-Galloylisovitexin,OC[C@H]1O[C@H]([C@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@@H](O)[C@@H]1O)c3c(O)cc4OC(=CC(=O)c4c3O)c5ccc(O)cc5
"2',3',4',6'-Tetrahydroxychalcone",Oc1cc(O)c(c(O)c1O)C(=O)C=Cc2ccccc2
"2',3'-Epoxyisocapnolactone",C[C@@]1(C[C@@H]2CC(=C)C(=O)O2)O[C@H]1COc3ccc4C=CC(=O)Oc4c3
"2',4'-Dihydroxy-2''-(1-hydroxy-1-methylethyl)dihydrofuro[2,3-h]flavanone",Did not work
"2',4'-Dihydroxy-2,3',6'-trimethoxychalcone",COc1ccccc1C=CC(=O)c2c(O)c(OC)c(O)cc2OC
"2',4'-Dihydroxy-5,6-dimethoxy-2-phenylbenzofuran",Did not work
"2',4'-Dihydroxy-5,6-methylenedioxy-2-phenylbenzofuran",Did not work
"2',5'-Dihydroxy-4-methoxychalcone",COc1ccc(C=CC(=O)c2cc(O)ccc2O)cc1
"2',6'-Diacetyl-3,6-diferuloylsucrose",Did not work
"2',6'-Dihydroxy-4'-methoxyacetophenone",COc1cc(O)c(C(C)=O)c(O)c1
"2',6'-Dihydroxy-4'-methoxychalcone",COc1cc(O)c(c(O)c1)C(=O)C=Cc2ccccc2
"2',6'-Dihydroxy-4'-methoxydihydrochalcone",COc1cc(O)c(c(O)c1)C(=O)C=CC2CC=CC=C2
"2'-Hydroxy-2,3,4',6'-tetramethoxychalcone",COc1cc(O)c(C(=O)C=Cc2cccc(OC)c2OC)c(OC)c1
"2'-Hydroxy-3,4,4',6'-tetramethoxychalcone",COc1cc(O)c(C(=O)C=Cc2ccc(OC)c(OC)c2)c(OC)c1
"2'-Hydroxy-3,4,5,4',6'-pentamethoxychalcone",COc1cc(O)c(C(=O)C=Cc2cc(OC)c(OC)c(OC)c2)c(OC)c1
"2'-Hydroxy-4'-methoxy-5,6-methylenedioxy-2-phenylbenzofuran",Did not work
"2'-Hydroxy-7,3',4'-trimethoxyisoflavone",Did not work
2'-Hydroxydaidzein,Oc1ccc(c(O)c1)C2=COc3cc(O)ccc3C2=O
2'-Hydroxygenistein,Oc1ccc(c(O)c1)C2=COc3cc(O)cc(O)c3C2=O
2'-Methoxybiochanin A,Did not work
2'-O-Acetylcerleaside A,Did not work
2'-O-Methylcajanone,COc1cc(O)c(CC=C(C)C)cc1C2COc3cc4OC(C)(C)C=Cc4c(O)c3C2=O
2'-O-Methylsepiol,Did not work
2'-O-Methylvestitol,Did not work
2(10)-Pinene,CC1(C)C2CCC(=C)C1C2
"2,2',3,3'-Tetrahydroxystilbene",Oc1cccc(C=Cc2cccc(O)c2O)c1O
"2,2-Dimethyl-8-prenylchromene 6-carboxylic acid",CC(C)=CCc1cc(cc2C=CC(C)(C)Oc12)C(O)=O
"2,3,5,7-Tetrahydroxy-9,10-dihydrophenanthrene",Oc1cc(O)c2c(CCc3cc(O)c(O)cc23)c1
"2,3-Dehydrokievitol",Did not work
"2,3-Dehydrokievitone",CC(C)=CCc1c(O)cc(O)c2C(=O)C(=COc12)c3ccc(O)cc3O
"2,3-Dehydrosilybin ",Did not work
"2,3-Dehydrosilychristin",Did not work
"2,3-Dihydrowithaferin A",Did not work
"2,3-Dihydroxypropyl 16-hydroxyhexadecanoate",OCCCCCCCCCCCCCCCC(=O)OCC(O)CO
"2,3-Dihydroxypropyl linoleate",CCCCC/C=C\C\C=C/CCCCCCCC(=O)OCC(O)CO
"2,3-Dihydroxypropyl oleate",CCCCCCCC\C=C/CCCCCCCC(=O)OCC(O)CO
"2,4,2',4'-Tetrahydroxychalcone",Oc1ccc(C=CC(=O)c2ccc(O)cc2O)c(O)c1
"2,4,5,6-Tetrahydroxyphenanthrene",Oc1cc(O)c2c(ccc3ccc(O)c(O)c23)c1
"2,4-Dichloro-5-methoxy-3-methylphenol",COc1cc(O)c(Cl)c(C)c1Cl
"2,5-Dideoxy-2,5-imino-D-glucitol",OC[C@@H]1N[C@H](CO)[C@@H](O)[C@@H]1O
"2,5-Dihydroxybenzoic acid",OC(=O)c1cc(O)ccc1O
"2,6,10-Trimethyl-3,6,11-dodecatriene-2,10-diol",CC(CC=CC(C)(C)O)=CCCC(C)(O)C=C
"2,6,3',4'-Tetrahydroxy-2-benzylcoumaranone",Did not work
"2,6-Bis(4-hydroxybenzyl)-3,3'-dihydroxy-5-methoxybibenzyl",COc1cc(O)c(Cc2ccc(O)cc2)c(CCc3cccc(O)c3)c1Cc4ccc(O)cc4
"2,6-Dimethoxy-benzoic acid",COc1cccc(OC)c1C(O)=O
"2,6-Dimethoxy-p-benzoquinone",COC1=CC(=O)C=C(OC)C1=O
"2,6-Dimethyl-1,3,5,7-octatetraene",CC(=C)C=CC=C(C)C=C
"2,6-Dimethyl-1,7-octadiene-3,6-diol",CC(=C)C(O)CCC(C)(O)C=C
"2,6-Dimethyl-7-octene-2,3,6-triol",CC(C)(O)C(O)CCC(C)(O)C=C
"2-(1-Hydroxy-1-methylethyl)-3-hydroxy-2,3-dihydrofuranoalpinumisoflavone",Did not work
"2-(2,4-dimethoxyphenyl)-5-hydroxy-7,8-dimethoxyflavone",COc1ccc(c(OC)c1)C2(CC(=O)c3c(O)cc(OC)c(OC)c3O2)c4ccccc4
2-A-Hydroxy Derivative,Did not work
2-a-Hydroxyursolic Acid ,Did not work
2-Acetoxy-3-deacetoxycaesaldekarin e,Did not work
2-Acetoxycaesaldekarin e,Did not work
2-Carboxyarabinitol 1-phosphate,OC[C@@H](O)[C@@H](O)[C@](O)(CO[P](O)(O)=O)C(O)=O
2-Demethoxytylophorine,Did not work
"2-Geranyl-3,4,2',4'-tetrahydroxydihydrochalcone",CC(C)=CCCC(/C)=C/CC1C(C=CC(=C1O)O)C=CC(=O)c2ccc(O)cc2O
2-Hexen-1-ol,CCCC=CCO
2-Hexenal,CCCC=CC=O
2-Hydroxy-3-(hydroxymethyl)anthraquinone,OCc1cc2C(=O)c3ccccc3C(=O)c2cc1O
2-Hydroxy-3-formyl-7-methoxycarbazole,COc1ccc2c([nH]c3cc(O)c(C=O)cc23)c1
2-Hydroxy-3-methylcarbazole,Cc1cc2c([nH]c3ccccc23)cc1O
2-Hydroxyxanthone,Oc1ccc2Oc3ccccc3C(=O)c2c1
2-Isopropylcyclopentanone,CC(C)C1CCCC1=O
"2-Methoxy-3,9-dihydroxycoumestone",Did not work
2-Methoxy-3-methylcarbazole,COc1cc2[nH]c3ccccc3c2cc1C
2-Methoxygliricidol,Did not work
2-Methoxyxanthone,COc1ccc2Oc3ccccc3C(=O)c2c1
2-Methylanthraquinone,Cc1ccc2C(=O)c3ccccc3C(=O)c2c1
2-Methylbut-3-ene-2-Ol,CC(C)(O)C=C
2-Methylfuran,Cc1occc1
2-Methylthio-N6-(delta2-isopentenyl)adenosine,Did not work
2-Monopalmitin,CCCCCCCCCCCCCCCC(=O)OC(CO)CO
2-Phenylethanol,OCCc1ccccc1
2-Phenylethylglucosinolate,OC[C@H]1O[C@@H](SC(/CCc2ccccc2)=N/O[S]([O-])(=O)=O)[C@H](O)[C@@H](O)[C@@H]1O
2-Prenyl-6a-hydroxyphaseollidin,Did not work
2-Thioxothiazolidine-4-carboxylic acid,OC(=O)C1CSC(=S)N1
2-Undecanone,CCCCCCCCCC(C)=O
21-Deoxyvomilenine,Did not work
21-Oxogelsemine,Did not work
23-Hydroxy-mangiferonic acid,Did not work
24-Epibrassinolide,CC(C)[C@H](C)[C@@H](O)[C@H](O)[C@@H](C)[C@H]1CC[C@H]2[C@@H]3COC(=O)[C@H]4C[C@H](O)[C@H](O)C[C@]4(C)[C@H]3CC[C@]12C
24-Epiquadrangularic acid G,Did not work
24-Methylene cholesterol,CC(C)C(=C)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
24-Methylenecycloartan-3beta-ol,Did not work
24-Methylenelophenol,CC(C)C(=C)CCC(C)[C@H]1CCC2C3=CCC4C(C)[C@@H](O)CC[C@]4(C)C3CC[C@]12C
"24-R-Ethyl-5a-Cholestan-3b,6a-Diol",Did not work
24xi-Methylcholestanol,Did not work
24xi-Methylcholesterol,Did not work
24xi-Methyllathosterol,Did not work
25-Hydroxyvitamin D3,C[C@H](CCCC(C)(C)O)[C@H]1CC[C@H]2\C(CCC[C@]12C)=C\C=C3\C[C@@H](O)CCC3=C
25-Methylcastasterone,Did not work
25-O-Acetylbryoamaride,Did not work
26-Deoxyactein,C[C@@H]1C[C@]2(OC[C@@]3(C)O[C@@H]23)O[C@H]4C[C@@]5(C)[C@@H]6CC[C@@H]7C(C)(C)[C@H](CC[C@@]78C[C@@]68C[C@@H](OC(C)=O)[C@]5(C)[C@@H]14)O[C@@H]9OC[C@@H](O)[C@H](O)[C@H]9O
26-Deoxyacteol,Did not work
27-Hydroxywithanone,Did not work
28-Homodolicholide,Did not work
28-Homodolichosterone,Did not work
28-Norcastasterone,Did not work
"28-O-beta-D-glucopyranosyl-6beta,23-dihydroxytormentic acid",Did not work
29-Isofucosterol,Did not work
"2alpha,3beta-Dihydroxyolean-12-en-28-oic acid",Did not work
2alpha-Hydroxyeupatolide,Did not work
2alpha-Hydroxyursolic acid,CC1CC[C@@]2(CCC3(C)C(=CCC4[C@@]5(C)CC(O)[C@H](O)C(C)(C)C5CC[C@@]34C)C2[C@H]1C)C(O)=O
"2beta,3beta,4beta-Trihydroxypregnan-16-one",CC[C@H]1C(=O)C[C@H]2[C@@H]3CCC4[C@@H](O)[C@@H](O)[C@@H](O)C[C@]4(C)[C@H]3CC[C@]12C
"2e,4e,8z,10z-Dodeca-2,4,8,10-Tetraenoic Acid Isobutylamides",Did not work
"2R,5R-Dihydroxymethyl-3R,4R-dihydroxy-pyrrolidine",Did not work
3' 5'-cyclic AMP,Did not work
"3'',4''-Dihydrocapnolactone",Did not work
"3',4',7-Trihydroxyflavone",Oc1ccc2C(=O)C=C(Oc2c1)c3ccc(O)c(O)c3
"3',5-Dihydroxy-2-(4-hydroxybenzyl)-3-methoxybibenzyl",COc1cc(O)cc(CCc2cccc(O)c2)c1Cc3ccc(O)cc3
"3'-Bromo-6'-hydroxy-2',4,4'-trimethoxychalcone",COc1ccc(C=CC(=O)c2c(O)cc(OC)c(Br)c2OC)cc1
3'-Deoxyderhamnosylmaysin,Did not work
3'-Deoxymaysin,Did not work
3'-Deoxysappanone B,Did not work
3'-Dimethylallylkievitone,Did not work
"3'-Hydroxy-7,8,4',5'-tetramethoxyflavone",COc1ccc2C(=O)C=C(Oc2c1OC)c3cc(O)c(OC)c(OC)c3
3'-Hydroxy-8-O-methylretusin,Did not work
3'-Hydroxyacetophenone,CC(=O)c1cccc(O)c1
3'-Hydroxydihydroformononetin,Did not work
3'-Methoxydaidzein,COc1cc(ccc1O)C2=COc3cc(O)ccc3C2=O
3'-Methoxyisosativanone,Did not work
3'-Methoxypongapin,Did not work
3'-Methylorobol,Did not work
3'-O-Methylbrazilin,Did not work
3'-O-Methylderhamnosylmaysin,Did not work
3'-O-Methylmaysin,Did not work
3'-O-Methylsappanol,Did not work
"3,2'-Dihydroxy-4,4',6'-trimethoxychalcone",COc1cc(O)c(C(=O)C=Cc2ccc(OC)c(O)c2)c(OC)c1
"3,3', 4-Tri-O-Methylellagic Acid",Did not work
"3,3',4',5,6,7,8-Heptamethoxyflavone",COc1ccc(cc1OC)C2=C(OC)C(=O)c3c(OC)c(OC)c(OC)c(OC)c3O2
"3,3',5,5'-Tetrahydroxy-4-methoxystilbene",COc1c(O)cc(C=Cc2cc(O)cc(O)c2)cc1O
"3,3'-bis(3,4-dihydro-4-hydroxy-6-methoxy-2H-1-benzopyran)",Did not work
"3,3'-Dihydorxy-4-(4-hydroxybenzyl)-5-methoxybibenzyl",Did not work
"3,3'-Dihydroxy-2-(4-hydroxybenzyl)-5-methoxybibenzyl",COc1cc(O)c(Cc2ccc(O)cc2)c(CCc3cccc(O)c3)c1
"3,3'-Dihydroxy-4,5'-dimethoxy-2-isopentenylbibenzyl",COc1cc(O)cc(CCc2ccc(OC)c(O)c2CCC(C)=C)c1
"3,4 Benzopyrene",Did not work
"3,4'-Dihydroxy-3'-methoxypropiophenone",COc1cc(ccc1O)C(=O)CCO
"3,4'-Dihydroxy-5-methoxybibenzyl",COc1cc(O)cc(CCc2ccc(O)cc2)c1
"3,4'-Dihydroxypropiophenone",OCCC(=O)c1ccc(O)cc1
"3,4,2',3',4',6',alpha-Heptahydroxychalcone 2'-glucoside",Did not work
"3,4,2',4',alpha-Pentahydroxychalcone",Did not work
"3,4,5-Trimethoxyphenol",COc1cc(O)cc(OC)c1OC
"3,4-Dicaffeoylquinic acid",O[C@@H]1C[C@@](O)(CC(OC(=O)\C=C\c2ccc(O)c(O)c2)[C@@H]1OC(=O)\C=C\c3ccc(O)c(O)c3)C(O)=O
"3,4-Dihydroxybenzaldehyde",Oc1ccc(C=O)cc1O
"3,4-Dihydroxychalcone 4-beta-L-arabinopyranosyl-(1->4)-galactoside",Did not work
"3,4-Dimethoxycinnamic",Did not work
"3,4-Flexinine",Did not work
"3,5,2'-Trihydroxy-7,5'-dimethoxyflavanone",COc1ccc(O)c(c1)C2Oc3cc(OC)cc(O)c3C(=O)C2O
"3,5,2'-Trihydroxy-7,5'-dimethoxyflavone",COc1ccc(O)c(c1)C2=C(O)C(=O)c3c(O)cc(OC)cc3O2
"3,5,4'-Trihydroxy-6'',6''-dimethylpyrano[2,3:7,6]flavone",Did not work
"3,5,6,7,3',4',5'-Heptamethoxyflavone",COc1cc2OC(=C(OC)C(=O)c2c(OC)c1OC)c3cc(OC)c(OC)c(OC)c3
"3,5,6,7-Tetrahydroxy-4'-methoxyflavone",COc1ccc(cc1)C2=C(O)C(=O)c3c(O)c(O)c(O)cc3O2
"3,5,7,2'-Tetrahydroxy-5'-methoxyflavanone",COc1ccc(O)c(c1)C2Oc3cc(O)cc(O)c3C(=O)C2O
"3,5,7,3',4'-Pentahydroxy-6,8-dimethoxyflavone 3-alpha-L-arabinopyranoside",COc1c(O)c(OC)c2OC(=C(O[C@@H]3OC[C@H](O)[C@H](O)[C@H]3O)C(=O)c2c1O)c4ccc(O)c(O)c4
"3,5,7,4'-Tetrahydroxyflavan-(4->8)-3,4,5,7,4'-pentahydroxyflavan",Did not work
"3,5,7,4'-Tetrahydroxyflavan-(4-O-4)-3,5,7,4'-tetrahydroxyflavan",Did not work
"3,5,7-Trihydroxyflavone 3-glucoside-8-sulfate",Did not work
"3,5-Bis(3-methyl-2-butenyl)-4-methoxybenzoic acid",COc1c(CC=C(C)C)cc(cc1CC=C(C)C)C(O)=O
"3,5-Di-galloyl-4-O-digalloylquinic acid",Did not work
"3,5-Dihydroxy-6,7,8,3',4'-pentamethoxyflavone",COc1ccc(cc1OC)C2=C(O)C(=O)c3c(O)c(OC)c(OC)c(OC)c3O2
"3,5-Dihydroxy-6,7-methylenedioxyflavanone",OC1C(Oc2cc3OCOc3c(O)c2C1=O)c4ccccc4
"3,6,7-Trihydroxy-4'-methoxyflavone 7-rhamnoside",Did not work
"3,6,9-Trihydroxy-4-megastigmene",Did not work
"3,7,4'-Tri-O-methylkaempferol",Did not work
"3,7-Dihydroxy-5-methoxy-6-methylflavan-(2beta->7,4beta->8)-7-hydroxy-5-methoxyflavan",Did not work
"3,7-Dihydroxy-8-methylflavone 7-rhamnoside",Did not work
"3,7-Dihydroxy-8-methylflavone 7-rhamnosyl-(1->4)-rhamnosyl-(1->6)-glucoside",Did not work
"3,7-Epoxycaryophyllane-5alpha,15-diol",Did not work
"3,8''-Biapigenin",Did not work
"3,8-Di-C-glucopyranosyldiosmetin",Did not work
"3,9-Dihydroxy-4-megastigmene",Did not work
3-(Z)-Caffeoyllupeol,Did not work
3-(Z)-Coumaroyllupeol,Did not work
3-3-Epizaluzanin C,Did not work
3-Acetyl aleuritolic acid,Did not work
3-Acetylhamayne,Did not work
3-Butenylglucosinolate,OC[C@H]1O[C@@H](SC(/CCC=C)=N/O[S]([O-])(=O)=O)[C@H](O)[C@@H](O)[C@@H]1O
3-Carene,CC1=CCC2C(C1)C2(C)C
3-Deacetoxycaesaldekarin e,Did not work
3-Epikatonic acid,CC1(C)[C@@H](O)CC[C@@]2(C)C1CC[C@]3(C)C2CC=C4C5C[C@@](C)(CC[C@]5(C)CC[C@@]34C)C(O)=O
3-Epimacronine,CO[C@H]1C[C@@H]2N(C)C[C@@H]3OC(=O)c4cc5OCOc5cc4[C@@]23C=C1
3-Epiquinamine,Did not work
3-Epitaraxerol,Did not work
3-Formyl-6-methoxycarbazole,COc1ccc2[nH]c3ccc(C=O)cc3c2c1
3-Formylcarbazole,O=Cc1ccc2[nH]c3ccccc3c2c1
"3-Geranyl-4,2',4'-trihydroxydihydrochalcone",CC(C)=CCCC(/C)=C/CC1=C(O)C=CC(C1)C=CC(=O)c2ccc(O)cc2O
3-Hydroxy-2-Methyl-g-Pyrone,Did not work
3-Hydroxy-4-isopentenyl-5-methoxybibenzyl-2-carboxylic acid,COc1cc(CCc2ccccc2)c(C(O)=O)c(O)c1CCC(C)=C
"3-Hydroxy-5,7,3',4',5'-pentamethoxyflavone",COc1cc(OC)c2C(=O)C(=C(Oc2c1)c3cc(OC)c(OC)c(OC)c3)O
